omimId1	omimTitle	HgeneSymbol	omimId2	TgeneSymbol	diseaseName	pubmedId
602773	HEAT-SHOCK 27-KD PROTEIN-ASSOCIATED PROTEIN 1	HSPBAP1	*608263	DIRC3	renalcellcancer	12939738
131550	HEMOGLOBIN--BETA LOCUS	EGFR	141900	KRT123P	erythroleukemia	6587773
141900	HEMOGLOBIN--BETA LOCUS	KRT123P	131550	EGFR	erythroleukemia	6587773
600284	ELONGATION FACTOR RNA POLYMERASE II	ELL	159555	MLL	acutemyeloidleukemia	7991593
159555	ELONGATION FACTOR RNA POLYMERASE II	MLL	600284	ELL	acutemyeloidleukemia	7991593
142385	TRANSCRIPTION FACTOR	EPAS1	147141	TCF7L1	early-B-lineageacuteleukemia	1386162
147141	TRANSCRIPTION FACTOR	TCF7L1	142385	EPAS1	early-B-lineageacuteleukemia	1386162
142385	HEPATIC LEUKEMIA FACTOR	EPAS1	147141	TCF7L1	humanacuteB-lineageleukemia	1386162
147141	HEPATIC LEUKEMIA FACTOR	TCF7L1	142385	EPAS1	humanacuteB-lineageleukemia	1386162
	"MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA, TRANSLOCATED TO, 4"	EPS15	600051	MLL	11q23-associatedleukemia	8183552
600051	"MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA, TRANSLOCATED TO, 4"	MLL		EPS15	11q23-associatedleukemia	8183552
	EPIDERMAL GROWTH FACTOR RECEPTOR PATHWAY SUBSTRATE-15	EPS15	*600051	MLL	myeloidleukemias	8134107
*600051	EPIDERMAL GROWTH FACTOR RECEPTOR PATHWAY SUBSTRATE-15	MLL		EPS15	myeloidleukemias	8134107
165080	EWING SARCOMA BREAKPOINT REGION 1	ERG	133450	EWSR1	Ewingtumors	8084618
133450	EWING SARCOMA BREAKPOINT REGION 1	EWSR1	165080	ERG	Ewingtumors	8084618
165080	"FUSION, DERIVED FROM 12-16 TRANSLOCATION, MALIGNANT LIPOSARCOMA"	ERG	*137070	FUS	myeloidleukemias	8187069
*137070	"FUSION, DERIVED FROM 12-16 TRANSLOCATION, MALIGNANT LIPOSARCOMA"	FUS	165080	ERG	myeloidleukemias	8187069
193067	FRIEND LEUKEMIA VIRUS INTEGRATION 1	ETS1	133450	EWSR1	humantumours	1522903
133450	FRIEND LEUKEMIA VIRUS INTEGRATION 1	EWSR1	193067	ETS1	humantumours	1522903
600541	ETS VARIANT GENE 1	ETV1	133450	EWSR1	Ewing'ssarcoma	7700648
133450	ETS VARIANT GENE 1	EWSR1	600541	ETV1	Ewing'ssarcoma	7700648
600541	EWING SARCOMA BREAKPOINT REGION 1	ETV1	133450	EWSR1	Ewing'ssarcoma	7700648
133450	EWING SARCOMA BREAKPOINT REGION 1	EWSR1	600541	ETV1	Ewing'ssarcoma	7700648
600618	HOMEOBOX D11	ETV6	*142986	HOXD1	acutemyeloidleukemia	11782354
*142986	HOMEOBOX D11	HOXD1	600618	ETV6	acutemyeloidleukemia	11782354
600618	"MDS2/ETV6 FUSION GENE, INCLUDED"	ETV6	607305	MDS2	myelodysplasticsyndrome	12203785
607305	"MDS2/ETV6 FUSION GENE, INCLUDED"	MDS2	600618	ETV6	myelodysplasticsyndrome	12203785
600618	ETS VARIANT GENE 6	ETV6	156100	MN1	myeloidmalignanciesofdifferentFABclassificationsubtypes	8695816
156100	ETS VARIANT GENE 6	MN1	600618	ETV6	myeloidmalignanciesofdifferentFABclassificationsubtypes	8695816
600618	MENINGIOMA 1 GENE	ETV6	156100	MN1	acutemyeloidleukemia	7731705
156100	MENINGIOMA 1 GENE	MN1	600618	ETV6	acutemyeloidleukemia	7731705
600618	ETS VARIANT GENE 6	ETV6	191316	NTRK3	ongenitalfibrosarcoma	9462753
191316	ETS VARIANT GENE 6	NTRK3	600618	ETV6	ongenitalfibrosarcoma	9462753
600618	ETS VARIANT GENE 6	ETV6	173410	PDGFRB	chronicmyelomonocyticleukemia	8168137
173410	ETS VARIANT GENE 6	PDGFRB	600618	ETV6	chronicmyelomonocyticleukemia	8168137
600618	"PLATELET-DERIVED GROWTH FACTOR RECEPTOR, BETA"	ETV6	173410	PDGFRB	chronicmyeloproliferativediseases	12181402
173410	"PLATELET-DERIVED GROWTH FACTOR RECEPTOR, BETA"	PDGFRB	600618	ETV6	chronicmyeloproliferativediseases	12181402
600618	ETS VARIANT GENE 6	ETV6	602260	PGAP3	secondaryacutemyeloidleukemia	12661008
602260	ETS VARIANT GENE 6	PGAP3	600618	ETV6	secondaryacutemyeloidleukemia	12661008
600618	"PERIOD, DROSOPHILA, HOMOLOG OF"	ETV6	*602260	PGAP3	secondaryacutemyeloidleukemia	12661008
*602260	"PERIOD, DROSOPHILA, HOMOLOG OF"	PGAP3	600618	ETV6	secondaryacutemyeloidleukemia	12661008
600618	ETS VARIANT GENE 6	ETV6	151385	RUNX1	acutelymphoblasticleukemia	7761424
151385	ETS VARIANT GENE 6	RUNX1	600618	ETV6	acutelymphoblasticleukemia	7761424
600618	RUNT-RELATED TRANSCRIPTION FACTOR 1	ETV6	151385	RUNX1	pediatricAcuteLymphocyticLeukemia	12124316
151385	RUNT-RELATED TRANSCRIPTION FACTOR 1	RUNX1	600618	ETV6	pediatricAcuteLymphocyticLeukemia	12124316
*600049	MDS1 GENE	MECOM	151385	MECOM	4patientswiththerapy-relatedmyelodysplasia/acutemyeloidleukemiaandin1patientwithchronicmyelogenousleukemiainblastcrisis	8171026
151385	MDS1 GENE	MECOM	*600049	MECOM	4patientswiththerapy-relatedmyelodysplasia/acutemyeloidleukemiaandin1patientwithchronicmyelogenousleukemiainblastcrisis	8171026
*600049	MDS1 GENE	MECOM		MECOM	"therapy-relatedmyelodysplasia,therapy-relatedacutemyeloidleukemia,chronicmyelogenousleukemia"	8171026
	MDS1 GENE	MECOM	*600049	MECOM	"therapy-relatedmyelodysplasia,therapy-relatedacutemyeloidleukemia,chronicmyelogenousleukemia"	8171026
*600049	MDS1 GENE	MECOM	165215	MECOM	"AcuteMyelogenousLeukemia,ChronicMyelogenousLeukemia"	7795214
165215	MDS1 GENE	MECOM	*600049	MECOM	"AcuteMyelogenousLeukemia,ChronicMyelogenousLeukemia"	7795214
151385	HOMEOBOX D11	MECOM	*142986	HOXD1	acutemyeloidleukemia	11782354
*142986	HOMEOBOX D11	HOXD1	151385	MECOM	acutemyeloidleukemia	11782354
*600049	MDS1 GENE	MECOM	180474	RPL22	4patientswiththerapy-relatedmyelodysplasia/acutemyeloidleukemiaandin1patientwithchronicmyelogenousleukemiainblastcrisis	8171026
180474	MDS1 GENE	RPL22	*600049	MECOM	4patientswiththerapy-relatedmyelodysplasia/acutemyeloidleukemiaandin1patientwithchronicmyelogenousleukemiainblastcrisis	8171026
165215	ECOTROPIC VIRAL INTEGRATION SITE 1	MECOM	151385	RUNX1	myeloidleukemia	7795214
151385	ECOTROPIC VIRAL INTEGRATION SITE 1	RUNX1	165215	MECOM	myeloidleukemia	7795214
133450	EWING SARCOMA BREAKPOINT REGION 1	EWSR1	607150	FEV	Ewingtumors	9121764
607150	EWING SARCOMA BREAKPOINT REGION 1	FEV	133450	EWSR1	Ewingtumors	9121764
133450	FIFTH EWING SARCOMA VARIANT	EWSR1	*607150	FEV	Ewingtumors	9121764
*607150	FIFTH EWING SARCOMA VARIANT	FEV	133450	EWSR1	Ewingtumors	9121764
133450	EWING SARCOMA BREAKPOINT REGION 1	EWSR1	193067	FLII	Ewingtumors	10197607
193067	EWING SARCOMA BREAKPOINT REGION 1	FLII	133450	EWSR1	Ewingtumors	10197607
*139139	Ewing sarcoma breakpoint region 1	EWSR1		NR4A3	extraskeletalmyxoidchondrosarcomas	10359536
	Ewing sarcoma breakpoint region 1	NR4A3	*139139	EWSR1	extraskeletalmyxoidchondrosarcomas	10359536
133450	EWING SARCOMA BREAKPOINT REGION 1	EWSR1	607102	WT1	Desmoplasticsmallroundcelltumor	7862627
607102	EWING SARCOMA BREAKPOINT REGION 1	WT1	133450	EWSR1	Desmoplasticsmallroundcelltumor	7862627
133450	WILMS TUMOR 1 GENE	EWSR1	607102	WT1	Desmoplasticsmallroundcelltumor	7862627
607102	WILMS TUMOR 1 GENE	WT1	133450	EWSR1	Desmoplasticsmallroundcelltumor	7862627
133450	EWING SARCOMA BREAKPOINT REGION 1	EWSR1	605165	PATZ1	smallroundcelltumor	10949935
605165	EWING SARCOMA BREAKPOINT REGION 1	PATZ1	133450	EWSR1	smallroundcelltumor	10949935
133450	ZINC FINGER PROTEIN 278	EWSR1	*605165	PATZ1	smallroundcelltumor	10949935
*605165	ZINC FINGER PROTEIN 278	PATZ1	133450	EWSR1	smallroundcelltumor	10949935
190030	V-FES FELINE SARCOMA VIRAL/V-FPS FUJINAMI AVIAN SARCOMA VIRAL ONCOGENE HOMOLOG	FDPS	190120	THRA	acutepromyelocyticleukemia	6586073
190120	V-FES FELINE SARCOMA VIRAL/V-FPS FUJINAMI AVIAN SARCOMA VIRAL ONCOGENE HOMOLOG	THRA	190030	FDPS	acutepromyelocyticleukemia	6586073
136350	FIBROBLAST GROWTH FACTOR RECEPTOR 1	FGFR1	605392	FGFR1OP	myeloproliferativedisorder	9949182
605392	FIBROBLAST GROWTH FACTOR RECEPTOR 1	FGFR1OP	136350	FGFR1	myeloproliferativedisorder	9949182
136350	FIBROBLAST GROWTH FACTOR RECEPTOR 1 ONCOGENE PARTNER	FGFR1	605392	FGFR1OP	myeloproliferativedisorder	10373756
605392	FIBROBLAST GROWTH FACTOR RECEPTOR 1 ONCOGENE PARTNER	FGFR1OP	136350	FGFR1	myeloproliferativedisorder	10373756
136350	FIBROBLAST GROWTH FACTOR RECEPTOR 1	FGFR1	608858	FGFR1OP2	T-celllymphoblasticlymphoma	15034873
608858	FIBROBLAST GROWTH FACTOR RECEPTOR 1	FGFR1OP2	136350	FGFR1	T-celllymphoblasticlymphoma	15034873
136350	FIBROBLAST GROWTH FACTOR RECEPTOR 1	FGFR1		ZMYM2	amyeloproliferativesyndromeinmicethatrecapitulatedthehumanmyeloproliferativedisorderphenotype	15448205
	FIBROBLAST GROWTH FACTOR RECEPTOR 1	ZMYM2	136350	FGFR1	amyeloproliferativesyndromeinmicethatrecapitulatedthehumanmyeloproliferativedisorderphenotype	15448205
136350	FIBROBLAST GROWTH FACTOR RECEPTOR 1	FGFR1		ZMYM2	myeloproliferativedisorders	9576949
	FIBROBLAST GROWTH FACTOR RECEPTOR 1	ZMYM2	136350	FGFR1	myeloproliferativedisorders	9576949
134934	FIBROBLAST GROWTH FACTOR RECEPTOR 3	FGFR3	147100	IGHG1	multiplemyeloma	9207791
147100	FIBROBLAST GROWTH FACTOR RECEPTOR 3	IGHG1	134934	FGFR3	multiplemyeloma	9207791
607686	"PLATELET-DERIVED GROWTH FACTOR RECEPTOR, ALPHA"	FIP1L1	*173490	PDGFRA		12660384
*173490	"PLATELET-DERIVED GROWTH FACTOR RECEPTOR, ALPHA"	PDGFRA	607686	FIP1L1		12660384
606191	MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA	FNBP1	159555	MLL	acutemyelogeneousleukemia	11438682
159555	MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA	MLL	606191	FNBP1	acutemyelogeneousleukemia	11438682
136533	RHABDOMYOSARCOMA 2	FOXO1	268220	PAX3	alveolarrhabdomyosarcoma	3691179
268220	RHABDOMYOSARCOMA 2	PAX3	136533	FOXO1	alveolarrhabdomyosarcoma	3691179
136533	FORKHEAD BOX O1A	FOXO1	606597	PAX3	alveolarrhabdomyosarcoma	8098985
606597	FORKHEAD BOX O1A	PAX3	136533	FOXO1	alveolarrhabdomyosarcoma	8098985
136533	PAIRED BOX GENE 3	FOXO1	606597	PAX3	alveolarrhabdomyosarcomas	8275086
606597	PAIRED BOX GENE 3	PAX3	136533	FOXO1	alveolarrhabdomyosarcomas	8275086
*602681	FORKHEAD IN RHABDOMYOSARCOMA-LIKE 1	FOXO1	606597	PAX3	pediatricalveolarrhabdomyosarcoma	9479491
606597	FORKHEAD IN RHABDOMYOSARCOMA-LIKE 1	PAX3	*602681	FOXO1	pediatricalveolarrhabdomyosarcoma	9479491
136533	RHABDOMYOSARCOMA 2	FOXO1	268220	PAX7	paediatricrhabdomyosarcoma	11556833
268220	RHABDOMYOSARCOMA 2	PAX7	136533	FOXO1	paediatricrhabdomyosarcoma	11556833
136533	FORKHEAD BOX O1A	FOXO1	167410	PAX7		1283318
167410	FORKHEAD BOX O1A	PAX7	136533	FOXO1		1283318
	PAIRED BOX GENE 7	FOXO1	*167410	PAX7	alveolarrhabdomyosarcoma	8789435
*167410	PAIRED BOX GENE 7	PAX7		FOXO1	alveolarrhabdomyosarcoma	8789435
*602681	FORKHEAD IN RHABDOMYOSARCOMA-LIKE 1	FOXO1	167410	PAX7	pediatricalveolarrhabdomyosarcoma	9479491
167410	FORKHEAD IN RHABDOMYOSARCOMA-LIKE 1	PAX7	*602681	FOXO1	pediatricalveolarrhabdomyosarcoma	9479491
600328	FORKHEAD IN RHABDOMYOSARCOMA-LIKE 1	FOXO3	*602681	MLL	secondaryacuteleukemia	9345057
*602681	FORKHEAD IN RHABDOMYOSARCOMA-LIKE 1	MLL	600328	FOXO3	secondaryacuteleukemia	9345057
603127	GROWTH ARREST-SPECIFIC 7	GAS7	159555	MLL	acutemyeloblasticleukemia	10706619
159555	GROWTH ARREST-SPECIFIC 7	MLL	603127	GAS7	acutemyeloblasticleukemia	10706619
600358	MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA	GMPS	159555	MLL	treatment-relatedacutemyeloidleukemia	11110714
159555	MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA	MLL	600358	GMPS	treatment-relatedacutemyeloidleukemia	11110714
603930	MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA	GPHN	159555	MLL	aleukemia	11579461
159555	MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA	MLL	603930	GPHN	aleukemia	11579461
*603930	GEPHYRIN	GPHN	159555	MLL	leukemia	11579461
159555	GEPHYRIN	MLL	*603930	GPHN	leukemia	11579461
305670	GASTRIN-RELEASING PEPTIDE RECEPTOR	GRPR	142460	SDC2	multipleexostosesandautism	9259269
142460	GASTRIN-RELEASING PEPTIDE RECEPTOR	SDC2	305670	GRPR	multipleexostosesandautism	9259269
305670	SYNDECAN 2	GRPR	142460	SDC2	Autismandmultipleexostoses	9259269
142460	SYNDECAN 2	SDC2	305670	GRPR	Autismandmultipleexostoses	9259269
608793	SPERM ANTIGEN HCMOGT1	CYTSB	173410	PDGFRB	juvenilemyelomonocyticleukemia	15087372
173410	SPERM ANTIGEN HCMOGT1	PDGFRB	608793	CYTSB	juvenilemyelomonocyticleukemia	15087372
608757	"MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA, TRANSLOCATED TO, 10"	CLP1	602409	MLLT10	acutemonoblasticleukemiawithmorphologyM5	8896421
602409	"MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA, TRANSLOCATED TO, 10"	MLLT10	608757	CLP1	acutemonoblasticleukemiawithmorphologyM5	8896421
601767	"PLATELET-DERIVED GROWTH FACTOR RECEPTOR, BETA"	HIP1	173410	PDGFRB	chronicmyeloproliferativedisorders	12181402
173410	"PLATELET-DERIVED GROWTH FACTOR RECEPTOR, BETA"	PDGFRB	601767	HIP1	chronicmyeloproliferativedisorders	12181402
*601767	HUNTINGTIN-INTERACTING PROTEIN 1	HIP1	173410	PDGFRB	chronicmyeloblasticleukemia	9616134
173410	HUNTINGTIN-INTERACTING PROTEIN 1	PDGFRB	*601767	HIP1	chronicmyeloblasticleukemia	9616134
600698	LIPOMA HMGIC FUSION PARTNER	HMGA2	606710	LHFP	lipoma	10329012
606710	LIPOMA HMGIC FUSION PARTNER	LHFP	600698	HMGA2	lipoma	10329012
600698	LIM DOMAIN-CONTAINING PREFERRED TRANSLOCATION PARTNER IN LIPOMA	HMGA2	*600700	LPP	benignmesenchymaltumours	7670494
*600700	LIM DOMAIN-CONTAINING PREFERRED TRANSLOCATION PARTNER IN LIPOMA	LPP	600698	HMGA2	benignmesenchymaltumours	7670494
151900	"LIPOMATOSIS, MULTIPLE"	HMGA2	600700	LPP	lipoma	3349440
600700	"LIPOMATOSIS, MULTIPLE"	LPP	151900	HMGA2	lipoma	3349440
600698	"RAD51, S. CEREVISIAE, HOMOLOG OF, B"	HMGA2	602948	RAD51L1	uterineleiomyomas	9892177
602948	"RAD51, S. CEREVISIAE, HOMOLOG OF, B"	RAD51L1	600698	HMGA2	uterineleiomyomas	9892177
142956	"NUCLEOPORIN, 98-KD"	HOXA1	601021	NUP98	myeloidleukemias	7736573
601021	"NUCLEOPORIN, 98-KD"	NUP98	142956	HOXA1	myeloidleukemias	7736573
142956	HOMEOBOX A9	HOXA9	607897	MSI2	chronicmyeloidleukemiapatient	12649177
607897	HOMEOBOX A9	MSI2	142956	HOXA9	chronicmyeloidleukemiapatient	12649177
142956	"MUSASHI, DROSOPHILA, HOMOLOG OF, 2"	HOXA9	607897	MSI2	chronicmyeloidleukemia	12649177
607897	"MUSASHI, DROSOPHILA, HOMOLOG OF, 2"	MSI2	142956	HOXA9	chronicmyeloidleukemia	12649177
142956	"NUCLEOPORIN, 98-KD"	HOXA9	601021	NUP98	acutemyeloidleukemia	11986249
601021	"NUCLEOPORIN, 98-KD"	NUP98	142956	HOXA9	acutemyeloidleukemia	11986249
142956	HOMEOBOX A9	HOXA9	601021	NUP98	myeloidleukemiapatients	8563754
601021	HOMEOBOX A9	NUP98	142956	HOXA9	myeloidleukemiapatients	8563754
142976	"NUCLEOPORIN, 98-KD"	HOXC12	601021	NUP98	AcuteMyelogenousLeukemia	12461755
601021	"NUCLEOPORIN, 98-KD"	NUP98	142976	HOXC12	AcuteMyelogenousLeukemia	12461755
*142976	HOMEOBOX C13	HOXC12	601021	NUP98	AcuteMyelogenousLeukemia	12461755
601021	HOMEOBOX C13	NUP98	*142976	HOXC12	AcuteMyelogenousLeukemia	12461755
142976	"NUCLEOPORIN, 98-KD"	HOXC13	601021	NUP98	acutemyeloidleukemia	12461755
601021	"NUCLEOPORIN, 98-KD"	NUP98	142976	HOXC13	acutemyeloidleukemia	12461755
*142986	HOMEOBOX D11	HOXD1	159555	MLL	acutemyeloidleukemia	11782354
159555	HOMEOBOX D11	MLL	*142986	HOXD1	acutemyeloidleukemia	11782354
*142986	HOMEOBOX D11	HOXD1	601408	MYST3	acutemyeloidleukemia	11782354
601408	HOMEOBOX D11	MYST3	*142986	HOXD1	acutemyeloidleukemia	11782354
*142986	HOMEOBOX D11	HOXD1	601021	NUP98	acutemyeloidleukemia	11782354
601021	HOMEOBOX D11	NUP98	*142986	HOXD1	acutemyeloidleukemia	11782354
142986	"NUCLEOPORIN, 98-KD"	HOXD1	601021	NUP98	AcuteMyelogenousLeukemia	11782354
601021	"NUCLEOPORIN, 98-KD"	NUP98	142986	HOXD1	AcuteMyelogenousLeukemia	11782354
142986	"NUCLEOPORIN, 98-KD"	HOXD11	601021	NUP98	acutemyeloidleukemia	11106761
601021	"NUCLEOPORIN, 98-KD"	NUP98	142986	HOXD11	acutemyeloidleukemia	11106761
142989	"NUCLEOPORIN, 98-KD"	HOXD13	601021	NUP98	AcuteMyelogenousLeukemia	11986249
601021	"NUCLEOPORIN, 98-KD"	NUP98	142989	HOXD13	AcuteMyelogenousLeukemia	11986249
*605199	"SPLICING FACTOR, PROLINE- AND GLUTAMINE-RICH"	IGFBP7	314310	SLTM	papillaryrenalcellcarcinoma	9393982
314310	"SPLICING FACTOR, PROLINE- AND GLUTAMINE-RICH"	SLTM	*605199	IGFBP7	papillaryrenalcellcarcinoma	9393982
147100	LIM HOMEOBOX GENE 4	IGH@	602146	LHX4	pre-B-cellacutelymphoblasticleukemia	12118377
602146	LIM HOMEOBOX GENE 4	LHX4	147100	IGH@	pre-B-cellacutelymphoblasticleukemia	12118377
146900	"NUCLEAR FACTOR KAPPA-B, SUBUNIT 2"	IGHA1	164012	NFKB2	b-celllymphoma	1760839
164012	"NUCLEAR FACTOR KAPPA-B, SUBUNIT 2"	NFKB2	146900	IGHA1	b-celllymphoma	1760839
147100	IgG HEAVY CHAIN LOCUS	IGHG1	602146	LHX4	pre-B-cellacutelymphoblasticleukemia	12118377
602146	IgG HEAVY CHAIN LOCUS	LHX4	147100	IGHG1	pre-B-cellacutelymphoblasticleukemia	12118377
147680	"TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY, MEMBER 17"	IL2	109545	TNFRSF17	amalignantTcelllymphoma	1396583
109545	"TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY, MEMBER 17"	TNFRSF17	147680	IL2	amalignantTcelllymphoma	1396583
*606246	JAZF1 GENE	JAZF1	606245	SUZ12	endometrialstromaltumors	11371647
606245	JAZF1 GENE	SUZ12	*606246	JAZF1	endometrialstromaltumors	11371647
602920	MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA	LASP1	159555	MLL	acutemyeloidleukemia	12527918
159555	MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA	MLL	602920	LASP1	acutemyeloidleukemia	12527918
*602920	LIM AND SH3 PROTEIN 1	LASP1	159555	MLL	acutemyeloidleukemia	12527918
159555	LIM AND SH3 PROTEIN 1	MLL	*602920	LASP1	acutemyeloidleukemia	12527918
186921	LIM DOMAIN ONLY 1	LMO1	186810	TRA@	T-cellsinacutelymphoblasticleukemia	0
186810	LIM DOMAIN ONLY 1	TRA@	186921	LMO1	T-cellsinacutelymphoblasticleukemia	0
*600700	LIM DOMAIN-CONTAINING PREFERRED TRANSLOCATION PARTNER IN LIPOMA	LPP	159555	MLL	secondaryacuteleukemia	11433529
159555	LIM DOMAIN-CONTAINING PREFERRED TRANSLOCATION PARTNER IN LIPOMA	MLL	*600700	LPP	secondaryacuteleukemia	11433529
600700	MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA	LPP	159555	MLL	asecondaryacuteleukemia	11433529
159555	MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA	MLL	600700	LPP	asecondaryacuteleukemia	11433529
131440	"MYELOPROLIFERATIVE DISORDER, CHRONIC, WITH EOSINOPHILIA"	MAEA		PDGFRB	chronicmyelomonocyticleukemia	8168137
	"MYELOPROLIFERATIVE DISORDER, CHRONIC, WITH EOSINOPHILIA"	PDGFRB	131440	MAEA	chronicmyelomonocyticleukemia	8168137
607537	MASTERMIND-LIKE 2	MAML2	607536	CRTC1	mucoepidermoidcarcinoma	12539049
607536	MASTERMIND-LIKE 2	CRTC1	607537	MAML2	mucoepidermoidcarcinoma	12539049
6075357	MUCOEPIDERMOID CARCINOMA-TRANSLOCATED 1	MAML2	*607536	CRTC1	humanmalignantsalivaryglandtumor	12539049
*607536	MUCOEPIDERMOID CARCINOMA-TRANSLOCATED 1	CRTC1	6075357	MAML2	humanmalignantsalivaryglandtumor	12539049
600049	RUNT-RELATED TRANSCRIPTION FACTOR 1	MECOM	151385	RUNX1	chronicmyeloidleukemia	7795214
151385	RUNT-RELATED TRANSCRIPTION FACTOR 1	RUNX1	600049	MECOM	chronicmyeloidleukemia	7795214
600049/151385	RUNT-RELATED TRANSCRIPTION FACTOR 1	MECOM	151385	RUNX1	acutemyeloidleukemia	15326310
151385	RUNT-RELATED TRANSCRIPTION FACTOR 1	RUNX1	600049/151385	MECOM	acutemyeloidleukemia	15326310
	RNA-BINDING MOTIF PROTEIN 15	MKL1	606077	RBM15	acutemegakaryocyticleukemia	11431691
606077	RNA-BINDING MOTIF PROTEIN 15	RBM15		MKL1	acutemegakaryocyticleukemia	11431691
601402	MYELOID LEUKEMIA FACTOR 1	MLF1	164040	NPM1	"inmyelodysplasticsyndrome,acutemyeloidleukemia"	8570204
164040	MYELOID LEUKEMIA FACTOR 1	NPM1	601402	MLF1	"inmyelodysplasticsyndrome,acutemyeloidleukemia"	8570204
159555	"MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA, TRANSLOCATED TO, 1"	MLL	159556	MLLT1	acuteleukemia	8506309
159556	"MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA, TRANSLOCATED TO, 1"	MLLT1	159555	MLL	acuteleukemia	8506309
159555	MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA	MLL	602409	MLLT10	acutemyeloidleukemia	8896421
602409	MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA	MLLT10	159555	MLL	acutemyeloidleukemia	8896421
159555	"MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA, TRANSLOCATED TO, 10"	MLL	602409	MLLT10	acuteleukemia	7888665
602409	"MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA, TRANSLOCATED TO, 10"	MLLT10	159555	MLL	acuteleukemia	7888665
159555	ALL1-FUSED GENE FROM CHROMOSOME 1q	MLL	*604684	MLLT11	leukemicandimmaturehematopoieticcells	7833468
*604684	ALL1-FUSED GENE FROM CHROMOSOME 1q	MLLT11	159555	MLL	leukemicandimmaturehematopoieticcells	7833468
159559	"MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA, TRANSLOCATED TO, 4"	MLL		MLLT4	AcuteMyelogenousLeukemia	8242616
	"MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA, TRANSLOCATED TO, 4"	MLLT4	159559	MLL	AcuteMyelogenousLeukemia	8242616
159555	"MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA, TRANSLOCATED TO, 7"	MLL	300033	FOXO4	"myeloid,lymphomidormixedlineageleukemia"	9010221
300033	"MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA, TRANSLOCATED TO, 7"	FOXO4	159555	MLL	"myeloid,lymphomidormixedlineageleukemia"	9010221
159	FORKHEAD IN RHABDOMYOSARCOMA-LIKE 1	MLL	*602681	FOXO4	AcuteLymphocyticLeukemia	
*602681	FORKHEAD IN RHABDOMYOSARCOMA-LIKE 1	FOXO4	159	MLL	AcuteLymphocyticLeukemia	
159555	MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA	MLL	602724	SEPT5	acutemyeloidleukemia	9600980
602724	MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEMIA	SEPT5	159555	MLL	acutemyeloidleukemia	9600980
159555	PEANUT-LIKE 1	MLL	602724	SEPT5	acutemyeloidleukemia	9600980
602724	PEANUT-LIKE 1	SEPT5	159555	MLL	acutemyeloidleukemia	9600980
190080	RENAL CELL CARCINOMA 1	MYC	144700	RCC1	Hereditaryrenal-cellcarcinoma	470981
144700	RENAL CELL CARCINOMA 1	RCC1	190080	MYC	Hereditaryrenal-cellcarcinoma	470981
190080	RENAL CELL CARCINOMA 1	MYC	144700	RCC1	familialrenalcancer	3536362
144700	RENAL CELL CARCINOMA 1	RCC1	190080	MYC	familialrenalcancer	3536362
190080	T-CELL LEUKEMIA/LYMPHOMA 4	MYC	186860	TCL4	humanT-cellleukemiavirustype1	3194416
186860	T-CELL LEUKEMIA/LYMPHOMA 4	TCL4	190080	MYC	humanT-cellleukemiavirustype1	3194416
190080	V-MYC AVIAN MYELOCYTOMATOSIS VIRAL ONCOGENE HOMOLOG	MYC	186880	TRA@		3486470
186880	V-MYC AVIAN MYELOCYTOMATOSIS VIRAL ONCOGENE HOMOLOG	TRA@	190080	MYC		3486470
122470	CORNELIA DE LANGE SYNDROME	NIPBL	608667	NIPBL	CorneliadeLangesyndrome	15146185
608667	CORNELIA DE LANGE SYNDROME	NIPBL	122470	NIPBL	CorneliadeLangesyndrome	15146185
164040	"RETINOIC ACID RECEPTOR, ALPHA"	NPM1	180240	RAB40B		11704847
180240	"RETINOIC ACID RECEPTOR, ALPHA"	RAB40B	164040	NPM1		11704847
