URL	Gene Family Tag	Gene Family Description	Symbol	HGNC ID
http://www.genenames.org/genefamilies/BEND	BEND	BEN domain containing	BEND5	25668
http://www.genenames.org/genefamilies/BEND	BEND	BEN domain containing	BEND6	20871
http://www.genenames.org/genefamilies/BEND	BEND	BEN domain containing	BEND7	23514
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	BHLHB9	29353
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	CLOCK	2082
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	NCOA1	7668
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	NCOA2	7669
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	NCOA3	7670
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	MLX	11645
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	MNT	7188
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	MXD1	6761
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	MXD3	14008
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	MXD4	13906
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	MXI1	7534
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	AHR	348
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	AHRR	346
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	ARNT	700
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	ARNT2	16876
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	ARNTL	701
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	ARNTL2	18984
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	ASCL1	738
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	ASCL2	739
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	ASCL3	740
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	ASCL4	24311
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	ASCL5	33169
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	ATOH1	797
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	ATOH7	13907
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	ATOH8	24126
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	BHLHA9	35126
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	BHLHA15	22265
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	BHLHE22	11963
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	BHLHE23	16093
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	BHLHE40	1046
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	BHLHE41	16617
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	EPAS1	3374
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	FERD3L	16660
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	FIGLA	24669
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	HAND1	4807
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	HAND2	4808
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	HELT	33783
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	HES1	5192
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	HES2	16005
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	HES3	26226
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	HES4	24149
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	HES5	19764
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	HES6	18254
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	HES7	15977
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	HEY1	4880
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	HEY2	4881
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	HEYL	4882
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	HIF1A	4910
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	HIF3A	15825
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	ID1	5360
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	ID2	5361
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	ID3	5362
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	ID4	5363
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	LYL1	6734
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	MAX	6913
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	MESP1	29658
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	MESP2	29659
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	MITF	7105
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	MLXIP	17055
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	MSC	7321
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	MYC	7553
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	MYCL	7555
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	MYCN	7559
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	MYF5	7565
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	MYF6	7566
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	MYOD1	7611
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	MYOG	7612
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	NEUROD1	7762
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	NEUROD2	7763
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	NEUROD4	13802
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	NEUROD6	13804
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	NEUROG1	7764
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	NEUROG2	13805
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	NEUROG3	13806
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	NHLH1	7817
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	NHLH2	7818
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	NPAS1	7894
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	NPAS2	7895
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	NPAS3	19311
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	NPAS4	18983
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	OLIG1	16983
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	OLIG2	9398
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	OLIG3	18003
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	PTF1A	23734
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	SCX	32322
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	SIM1	10882
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	SIM2	10883
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	SOHLH1	27845
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	SOHLH2	26026
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	SREBF1	11289
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	SREBF2	11290
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	TAL1	11556
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	TAL2	11557
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	TCF3	11633
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	TCF4	11634
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	TCF12	11623
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	TCF15	11627
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	TCF21	11632
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	TCF23	18602
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	TCF24	32275
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	TCFL5	11646
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	TFAP4	11745
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	TFE3	11752
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	TFEB	11753
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	TFEC	11754
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	TWIST1	12428
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	TWIST2	20670
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	USF1	12593
http://www.genenames.org/genefamilies/BHLH	bHLH	Basic helix-loop-helix proteins	USF2	12594
http://www.genenames.org/genefamilies/BIRC	BIRC	Baculoviral IAP repeat containing	BIRC2	590
http://www.genenames.org/genefamilies/BIRC	BIRC	Baculoviral IAP repeat containing	BIRC3	591
http://www.genenames.org/genefamilies/BIRC	BIRC	Baculoviral IAP repeat containing	BIRC6	13516
http://www.genenames.org/genefamilies/BIRC	BIRC	Baculoviral IAP repeat containing	BIRC7	13702
http://www.genenames.org/genefamilies/BIRC	BIRC	Baculoviral IAP repeat containing	NAIP	7634
http://www.genenames.org/genefamilies/BIRC	BIRC	Baculoviral IAP repeat containing	BIRC5	593
http://www.genenames.org/genefamilies/BIRC	BIRC	Baculoviral IAP repeat containing	BIRC8	14878
http://www.genenames.org/genefamilies/BIRC	BIRC	Baculoviral IAP repeat containing	XIAP	592
http://www.genenames.org/genefamilies/BLOC1S	BLOC1S	Biogenesis of lysosomal organelles complex-1 subunits	BLOC1S1	4200
http://www.genenames.org/genefamilies/BLOC1S	BLOC1S	Biogenesis of lysosomal organelles complex-1 subunits	BLOC1S2	20984
http://www.genenames.org/genefamilies/BLOC1S	BLOC1S	Biogenesis of lysosomal organelles complex-1 subunits	BLOC1S3	20914
http://www.genenames.org/genefamilies/BLOC1S	BLOC1S	Biogenesis of lysosomal organelles complex-1 subunits	BLOC1S4	24206
http://www.genenames.org/genefamilies/BLOC1S	BLOC1S	Biogenesis of lysosomal organelles complex-1 subunits	BLOC1S5	18561
http://www.genenames.org/genefamilies/BLOC1S	BLOC1S	Biogenesis of lysosomal organelles complex-1 subunits	BLOC1S6	8549
http://www.genenames.org/genefamilies/BLOC1S	BLOC1S	Biogenesis of lysosomal organelles complex-1 subunits	DTNBP1	17328
http://www.genenames.org/genefamilies/BLOC1S	BLOC1S	Biogenesis of lysosomal organelles complex-1 subunits	SNAPIN	17145
http://www.genenames.org/genefamilies/BMP	BMP	Bone morphogenetic proteins	BMP2	1069
http://www.genenames.org/genefamilies/BMP	BMP	Bone morphogenetic proteins	BMP4	1071
http://www.genenames.org/genefamilies/BMP	BMP	Bone morphogenetic proteins	BMP5	1072
http://www.genenames.org/genefamilies/BMP	BMP	Bone morphogenetic proteins	BMP6	1073
http://www.genenames.org/genefamilies/BMP	BMP	Bone morphogenetic proteins	BMP7	1074
http://www.genenames.org/genefamilies/BMP	BMP	Bone morphogenetic proteins	BMP8A	21650
http://www.genenames.org/genefamilies/BMP	BMP	Bone morphogenetic proteins	BMP8B	1075
http://www.genenames.org/genefamilies/BMP	BMP	Bone morphogenetic proteins	BMP10	20869
http://www.genenames.org/genefamilies/BMP	BMP	Bone morphogenetic proteins	BMP1	1067
http://www.genenames.org/genefamilies/BMP	BMP	Bone morphogenetic proteins	BMP3	1070
http://www.genenames.org/genefamilies/BMP	BMP	Bone morphogenetic proteins	BMP15	1068
http://www.genenames.org/genefamilies/BPIF	BPIF	BPI fold containing	BPI	1095
http://www.genenames.org/genefamilies/BPIF	BPIF	BPI fold containing	BPIFA1	15749
http://www.genenames.org/genefamilies/BPIF	BPIF	BPI fold containing	BPIFA2	16203
http://www.genenames.org/genefamilies/BPIF	BPIF	BPI fold containing	BPIFA3	16204
http://www.genenames.org/genefamilies/BPIF	BPIF	BPI fold containing	BPIFA4P	20469
http://www.genenames.org/genefamilies/BPIF	BPIF	BPI fold containing	BPIFB1	16108
http://www.genenames.org/genefamilies/BPIF	BPIF	BPI fold containing	BPIFB2	16177
http://www.genenames.org/genefamilies/BPIF	BPIF	BPI fold containing	BPIFB3	16178
http://www.genenames.org/genefamilies/BPIF	BPIF	BPI fold containing	BPIFB4	16179
http://www.genenames.org/genefamilies/BPIF	BPIF	BPI fold containing	BPIFB5P	42177
http://www.genenames.org/genefamilies/BPIF	BPIF	BPI fold containing	BPIFB6	16504
http://www.genenames.org/genefamilies/BPIF	BPIF	BPI fold containing	BPIFB9P	16109
http://www.genenames.org/genefamilies/BPIF	BPIF	BPI fold containing	BPIFC	16503
http://www.genenames.org/genefamilies/BPIF	BPIF	BPI fold containing	CETP	1869
http://www.genenames.org/genefamilies/BPIF	BPIF	BPI fold containing	LBP	6517
http://www.genenames.org/genefamilies/BPIF	BPIF	BPI fold containing	PLTP	9093
http://www.genenames.org/genefamilies/BRICD	BRICD	BRICHOS domain containing	BRICD5	28309
http://www.genenames.org/genefamilies/BRICD	BRICD	BRICHOS domain containing	GKN1	23217
http://www.genenames.org/genefamilies/BRICD	BRICD	BRICHOS domain containing	GKN2	24588
http://www.genenames.org/genefamilies/BRICD	BRICD	BRICHOS domain containing	ITM2A	6173
http://www.genenames.org/genefamilies/BRICD	BRICD	BRICHOS domain containing	ITM2B	6174
http://www.genenames.org/genefamilies/BRICD	BRICD	BRICHOS domain containing	ITM2C	6175
http://www.genenames.org/genefamilies/BRICD	BRICD	BRICHOS domain containing	LECT1	17005
http://www.genenames.org/genefamilies/BRICD	BRICD	BRICHOS domain containing	SFTPC	10802
http://www.genenames.org/genefamilies/BRICD	BRICD	BRICHOS domain containing	TNMD	17757
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ABTB1	18275
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ABTB2	23842
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ANKFY1	20763
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	BACH1	935
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	BACH2	14078
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	BTBD11	23844
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	IBTK	17853
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	LGALS3BP	6564
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB1	20259
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB2	20868
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB3	22918
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB4	23847
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB5	23836
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB9	28323
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB10	30953
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB11	16740
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB18	13030
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB21	13083
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB22	13085
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB33	16682
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB39	29014
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB42	32550
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB43	17908
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	NACC1	20967
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	NACC2	23846
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	BTBD1	1120
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	BTBD2	15504
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	BTBD3	15854
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	BTBD6	19897
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	BTBD7	18269
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	BTBD8	21019
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	BTBD9	21228
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	BTBD10	21445
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	BTBD16	26340
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	BTBD17	33758
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	BTBD18	37214
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	BTBD19	27145
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	CCIN	1568
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	GMCL1	23843
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KBTBD2	21751
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KBTBD3	22934
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KBTBD4	23761
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KBTBD6	25340
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KBTBD7	25266
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KBTBD8	30691
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KBTBD11	29104
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KBTBD12	25731
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KBTBD13	37227
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KCTD9	22401
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KCTD10	23236
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	LZTR1	6742
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	RCBTB1	18243
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	RCBTB2	1914
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	RHOBTB1	18738
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	RHOBTB2	18756
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	RHOBTB3	18757
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	SPOP	11254
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	SPOPL	27934
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	TNFAIP1	11894
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	SLX4	23845
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ENC1	3345
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	GAN	4137
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	IPP	6108
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	IVNS1ABP	16951
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KEAP1	23177
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL1	6352
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL2	6353
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL3	6354
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL4	6355
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL5	6356
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL6	18653
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL7	15646
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL8	18644
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL9	18732
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL10	18829
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL11	19008
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL12	19360
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL13	22931
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL14	29266
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL15	29347
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL17	24023
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL18	29120
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL20	25056
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL21	29041
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL22	25888
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL23	27506
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL24	25947
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL25	25732
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL26	25623
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL28	19741
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL29	29404
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL30	24770
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL31	21353
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL32	21221
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL34	26634
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL35	26597
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL36	17844
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL38	34435
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL40	30372
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	KLHL41	16905
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	BCL6	1001
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	BCL6B	1002
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	GZF1	15808
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	HIC1	4909
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	HIC2	18595
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	MYNN	14955
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	PATZ1	13071
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB6	16764
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB7A	18078
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB7B	18668
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB7C	31700
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB8A	24172
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB8B	37057
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB12	19066
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB14	12860
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB16	12930
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB17	12936
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB20	13503
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB24	21143
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB25	13112
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB26	23383
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB32	16763
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB34	31446
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB37	28365
http://www.genenames.org/genefamilies/BTBD	BTBD	BTB/POZ domain containing	ZBTB38	26636
